                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     60,                 1.2169,                0.83633,                 1.3213,                0.88777,                0.85242,                0.91298,                0.59093,                 1.1981,                0.67734,                 1.2598,             0.00051988,             0.00051988,             0.00051988
                     61,                 1.2008,                 0.8274,                 1.3216,                0.89796,                0.86169,                0.92453,                 0.5943,                 1.1849,                0.66037,                 1.2663,              0.0005075,              0.0005075,              0.0005075
                     62,                 1.1995,                0.82054,                 1.3038,                0.93196,                0.86898,                0.92432,                  0.596,                 1.1881,                0.65799,                 1.2581,             0.00049513,             0.00049513,             0.00049513
                     63,                 1.1869,                0.80374,                 1.2957,                0.92943,                0.84989,                0.93184,                0.58837,                 1.2055,                 0.6674,                 1.2812,             0.00048275,             0.00048275,             0.00048275
                     64,                 1.1861,                0.80236,                 1.2997,                0.90178,                0.86364,                0.92895,                0.59159,                  1.187,                0.65572,                  1.264,             0.00047038,             0.00047038,             0.00047038
                     65,                 1.1648,                0.79806,                 1.2959,                 0.9308,                0.85777,                0.91962,                0.58543,                 1.1963,                0.65478,                 1.2674,               0.000458,               0.000458,               0.000458
                     66,                 1.1569,                0.77665,                 1.2811,                0.91779,                0.87425,                0.92634,                0.60005,                 1.1878,                0.63829,                 1.2539,             0.00044563,             0.00044563,             0.00044563
                     67,                 1.1742,                0.77832,                 1.2886,                0.92179,                0.85379,                0.92255,                0.59472,                 1.1947,                0.65613,                 1.2555,             0.00043325,             0.00043325,             0.00043325
                     68,                 1.1646,                0.79215,                 1.2886,                0.91963,                0.88847,                 0.9365,                0.60503,                 1.1762,                0.64259,                  1.254,             0.00042087,             0.00042087,             0.00042087
                     69,                 1.1705,                0.79034,                 1.3021,                0.89521,                0.90073,                0.93751,                0.60652,                  1.165,                0.63556,                 1.2445,              0.0004085,              0.0004085,              0.0004085
                     70,                 1.1363,                0.75649,                 1.2745,                 0.8799,                0.89658,                0.93365,                0.60588,                 1.1481,                0.63935,                 1.2285,             0.00039613,             0.00039613,             0.00039613
                     71,                 1.1429,                0.76975,                  1.269,                0.90815,                0.88173,                0.92271,                0.60193,                  1.157,                0.62903,                 1.2347,             0.00038375,             0.00038375,             0.00038375
                     72,                 1.1424,                 0.7652,                 1.2724,                0.89836,                0.88315,                0.92963,                 0.6106,                 1.1428,                0.63505,                 1.2279,             0.00037138,             0.00037138,             0.00037138
                     73,                 1.1378,                0.75739,                  1.264,                0.91439,                0.87512,                0.93696,                0.61642,                 1.1359,                0.61802,                 1.2288,               0.000359,               0.000359,               0.000359
                     74,                 1.1213,                0.75071,                 1.2644,                0.92758,                0.86369,                0.93268,                0.62225,                 1.1354,                0.62173,                 1.2159,             0.00034663,             0.00034663,             0.00034663
                     75,                 1.1232,                0.74505,                 1.2564,                0.94288,                0.85513,                0.93508,                 0.6227,                 1.1237,                0.60784,                 1.2105,             0.00033425,             0.00033425,             0.00033425
                     76,                  1.114,                0.74276,                 1.2556,                0.90327,                0.88842,                0.93653,                0.62089,                 1.1185,                0.61148,                 1.2145,             0.00032188,             0.00032188,             0.00032188
                     77,                  1.109,                0.73995,                 1.2511,                0.92678,                0.88608,                0.94335,                0.62189,                 1.1239,                0.60234,                 1.2106,              0.0003095,              0.0003095,              0.0003095
                     78,                 1.1119,                0.74102,                 1.2425,                0.90912,                0.89939,                0.93901,                0.62229,                 1.1172,                0.59399,                 1.2076,             0.00029713,             0.00029713,             0.00029713
                     79,                 1.0927,                0.71767,                 1.2371,                0.94797,                0.88453,                0.94419,                0.62377,                 1.1388,                0.59402,                  1.216,             0.00028475,             0.00028475,             0.00028475
                     80,                 1.0944,                0.72521,                 1.2417,                0.92883,                 0.8924,                0.95056,                0.62695,                 1.1226,                0.58727,                 1.2031,             0.00027237,             0.00027237,             0.00027237
                     81,                 1.0947,                0.72899,                 1.2441,                 0.9289,                 0.8973,                0.94171,                0.63086,                 1.1262,                0.58144,                 1.2024,                0.00026,                0.00026,                0.00026
                     82,                 1.0769,                0.71085,                 1.2301,                0.92362,                0.89298,                0.93936,                0.62703,                 1.1079,                0.59054,                 1.2053,             0.00024762,             0.00024762,             0.00024762
                     83,                 1.0666,                0.70933,                  1.222,                0.92202,                0.88461,                0.94251,                0.63425,                 1.1023,                0.57716,                 1.1949,             0.00023525,             0.00023525,             0.00023525
                     84,                 1.0818,                 0.7096,                 1.2309,                 0.9336,                 0.8893,                0.94111,                0.64432,                 1.0886,                0.58258,                 1.1822,             0.00022288,             0.00022288,             0.00022288
                     85,                 1.0659,                0.70403,                 1.2216,                0.91495,                0.89901,                 0.9428,                0.63195,                  1.104,                0.57353,                 1.1972,              0.0002105,              0.0002105,              0.0002105
                     86,                 1.0536,                0.69577,                  1.219,                 0.9414,                0.89859,                 0.9472,                0.63429,                 1.1051,                0.56838,                  1.197,             0.00019813,             0.00019813,             0.00019813
                     87,                 1.0593,                0.69621,                 1.2228,                0.92607,                0.89658,                 0.9469,                0.64145,                 1.0892,                0.55871,                 1.1826,             0.00018575,             0.00018575,             0.00018575
                     88,                 1.0572,                0.69569,                 1.2174,                 0.9279,                0.90372,                0.94648,                0.64159,                 1.0941,                 0.5695,                 1.1846,             0.00017338,             0.00017338,             0.00017338
                     89,                 1.0512,                 0.6852,                 1.2129,                0.92744,                0.91108,                0.94328,                0.64187,                  1.071,                0.56061,                  1.171,               0.000161,               0.000161,               0.000161
                     90,                 1.0472,                0.68914,                 1.2111,                0.92175,                0.92199,                0.94931,                0.64557,                 1.0754,                  0.569,                 1.1694,             0.00014862,             0.00014862,             0.00014862
                     91,                 1.0055,                0.56093,                 1.1601,                0.90242,                0.91631,                0.94147,                0.64163,                 1.0807,                0.56455,                 1.1791,             0.00013625,             0.00013625,             0.00013625
                     92,                 0.9865,                0.54012,                 1.1541,                  0.927,                0.90774,                0.94741,                0.64145,                 1.0738,                0.56183,                 1.1693,             0.00012387,             0.00012387,             0.00012387
                     93,                0.97936,                0.53683,                 1.1487,                0.94112,                0.91027,                0.95126,                0.64703,                 1.0566,                0.55548,                 1.1613,              0.0001115,              0.0001115,              0.0001115
                     94,                0.96712,                0.53121,                 1.1397,                0.93679,                0.92321,                0.95631,                0.65265,                 1.0503,                0.55554,                 1.1535,             9.9125e-05,             9.9125e-05,             9.9125e-05
                     95,                 0.9627,                0.52844,                 1.1372,                0.94182,                0.91648,                 0.9525,                0.65495,                 1.0431,                 0.5443,                 1.1504,              8.675e-05,              8.675e-05,              8.675e-05
                     96,                0.94648,                0.52403,                 1.1318,                0.95045,                0.91324,                 0.9544,                0.65635,                 1.0375,                0.54025,                 1.1498,             7.4375e-05,             7.4375e-05,             7.4375e-05
                     97,                 0.9444,                0.52242,                  1.129,                0.95267,                0.91248,                0.94894,                0.65186,                 1.0424,                0.54402,                 1.1516,                6.2e-05,                6.2e-05,                6.2e-05
                     98,                0.94799,                0.51857,                 1.1265,                 0.9539,                0.91837,                0.95433,                 0.6574,                 1.0374,                0.53824,                 1.1456,             4.9625e-05,             4.9625e-05,             4.9625e-05
                     99,                0.94411,                0.52284,                 1.1257,                0.94819,                0.91136,                0.95046,                0.65781,                 1.0302,                0.53732,                 1.1426,              3.725e-05,              3.725e-05,              3.725e-05
                    100,                0.93481,                0.51701,                 1.1236,                0.95517,                0.91152,                  0.957,                0.65897,                 1.0289,                0.53619,                  1.143,             2.4875e-05,             2.4875e-05,             2.4875e-05
