                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     66,                 1.1672,                0.80087,                 1.2893,                 0.9365,                0.85935,                 0.9303,                0.60209,                  1.189,                0.64235,                 1.2529,             0.00057969,             0.00057969,             0.00057969
                     67,                 1.1634,                0.78407,                 1.2764,                0.90301,                0.87834,                 0.9274,                0.59942,                 1.1831,                0.64477,                 1.2419,             0.00056938,             0.00056938,             0.00056938
                     68,                 1.1494,                0.77143,                   1.28,                0.93074,                0.86967,                0.92835,                0.60172,                 1.1953,                0.64417,                 1.2514,             0.00055906,             0.00055906,             0.00055906
                     69,                 1.1645,                0.76706,                 1.2833,                0.92163,                 0.8614,                0.92511,                0.61052,                 1.1588,                0.62307,                 1.2336,             0.00054875,             0.00054875,             0.00054875
                     70,                 1.1489,                0.76795,                   1.27,                0.91802,                0.88299,                 0.9321,                0.60801,                 1.1794,                0.62086,                 1.2369,             0.00053844,             0.00053844,             0.00053844
                     71,                 1.1448,                 0.7695,                 1.2734,                0.92533,                0.88449,                0.92479,                0.61459,                 1.1493,                0.63127,                 1.2217,             0.00052812,             0.00052812,             0.00052812
                     72,                 1.1436,                0.76537,                 1.2684,                 0.9228,                0.87701,                0.92485,                0.61654,                  1.169,                0.62187,                 1.2247,             0.00051781,             0.00051781,             0.00051781
                     73,                 1.1394,                0.75806,                 1.2731,                0.92896,                 0.8729,                0.93165,                0.61117,                 1.1594,                0.59871,                 1.2213,              0.0005075,              0.0005075,              0.0005075
                     74,                  1.117,                0.76318,                 1.2568,                0.94603,                 0.8885,                0.92865,                0.62091,                 1.1259,                0.61107,                 1.2111,             0.00049719,             0.00049719,             0.00049719
                     75,                 1.1202,                0.75032,                 1.2562,                0.93547,                0.85881,                0.92186,                0.61487,                 1.1279,                0.60819,                 1.1971,             0.00048687,             0.00048687,             0.00048687
                     76,                 1.1184,                0.76037,                 1.2509,                0.90987,                0.89299,                0.91954,                0.62004,                 1.1419,                 0.6093,                 1.2144,             0.00047656,             0.00047656,             0.00047656
                     77,                 1.1032,                0.74018,                  1.245,                0.92256,                0.89249,                0.92995,                0.61694,                 1.1245,                0.59613,                 1.2051,             0.00046625,             0.00046625,             0.00046625
                     78,                  1.104,                0.73664,                 1.2474,                0.94208,                0.85793,                0.92531,                 0.6263,                 1.1308,                0.59999,                 1.2049,             0.00045594,             0.00045594,             0.00045594
                     79,                 1.1104,                0.75148,                 1.2505,                0.92215,                0.88226,                0.92852,                  0.634,                  1.114,                0.59475,                 1.2101,             0.00044563,             0.00044563,             0.00044563
                     80,                 1.1017,                0.72732,                 1.2433,                0.92269,                0.89037,                0.93191,                0.62695,                 1.1179,                0.59452,                  1.204,             0.00043531,             0.00043531,             0.00043531
                     81,                 1.0769,                0.72238,                 1.2342,                0.91237,                0.89376,                0.92876,                0.63655,                 1.1066,                0.57995,                 1.1921,               0.000425,               0.000425,               0.000425
                     82,                 1.0936,                0.72509,                 1.2396,                0.92823,                0.87941,                0.92958,                0.63748,                 1.0854,                0.58204,                 1.1842,             0.00041469,             0.00041469,             0.00041469
                     83,                 1.0695,                0.71792,                 1.2183,                0.92385,                0.87562,                0.93501,                0.64258,                 1.0784,                0.56523,                 1.1772,             0.00040438,             0.00040438,             0.00040438
                     84,                 1.0736,                0.71116,                  1.224,                0.90867,                0.88044,                0.91817,                0.62948,                 1.0962,                0.58605,                 1.1851,             0.00039406,             0.00039406,             0.00039406
                     85,                 1.0678,                0.70325,                 1.2211,                0.93061,                0.87511,                0.93479,                0.63349,                 1.0793,                0.56404,                 1.1776,             0.00038375,             0.00038375,             0.00038375
                     86,                 1.0694,                0.70174,                 1.2184,                0.92864,                0.88284,                0.92431,                0.63748,                 1.0638,                0.56967,                 1.1702,             0.00037344,             0.00037344,             0.00037344
                     87,                 1.0672,                0.70102,                 1.2189,                0.92636,                 0.8783,                0.93806,                0.64355,                 1.0685,                0.56022,                 1.1747,             0.00036313,             0.00036313,             0.00036313
                     88,                   1.06,                0.70583,                 1.2146,                0.93255,                 0.8884,                0.93685,                0.64063,                  1.071,                0.56623,                 1.1776,             0.00035281,             0.00035281,             0.00035281
                     89,                  1.055,                0.70304,                 1.2138,                0.93832,                0.88553,                0.93657,                0.64667,                 1.0612,                 0.5582,                 1.1617,              0.0003425,              0.0003425,              0.0003425
                     90,                 1.0484,                0.68672,                 1.2043,                0.93693,                 0.8997,                0.94373,                 0.6536,                  1.054,                0.56446,                 1.1608,             0.00033219,             0.00033219,             0.00033219
                     91,                 1.0519,                0.69076,                 1.2095,                 0.9268,                0.89735,                0.93968,                 0.6523,                 1.0527,                0.55356,                 1.1584,             0.00032188,             0.00032188,             0.00032188
                     92,                 1.0526,                0.68309,                 1.2045,                0.93276,                0.89215,                0.93769,                0.65412,                 1.0459,                0.54993,                 1.1507,             0.00031156,             0.00031156,             0.00031156
                     93,                 1.0425,                0.68532,                 1.2072,                 0.9525,                0.88026,                0.94137,                0.65335,                 1.0451,                0.55017,                 1.1521,             0.00030125,             0.00030125,             0.00030125
                     94,                  1.034,                0.67853,                 1.1998,                0.93527,                0.90377,                0.93689,                0.65491,                 1.0464,                0.54754,                 1.1483,             0.00029094,             0.00029094,             0.00029094
                     95,                 1.0304,                0.67244,                 1.1925,                0.94052,                0.89631,                0.94132,                0.66204,                 1.0499,                0.54837,                 1.1506,             0.00028063,             0.00028063,             0.00028063
                     96,                 1.0249,                 0.6726,                  1.193,                0.91036,                0.91377,                0.93987,                0.65375,                 1.0462,                0.55501,                 1.1515,             0.00027031,             0.00027031,             0.00027031
                     97,                 1.0187,                 0.6673,                 1.1927,                0.93649,                0.90017,                0.94221,                0.65509,                 1.0276,                0.53271,                 1.1413,                0.00026,                0.00026,                0.00026
                     98,                   1.01,                0.65819,                 1.1791,                 0.9433,                0.90351,                0.94244,                0.66099,                 1.0175,                0.52826,                 1.1363,             0.00024969,             0.00024969,             0.00024969
                     99,                  1.005,                0.65733,                 1.1834,                0.91977,                0.90696,                0.94385,                0.66206,                 1.0272,                0.53569,                 1.1364,             0.00023938,             0.00023938,             0.00023938
                    100,                 1.0105,                0.66989,                 1.1826,                0.93595,                0.90046,                 0.9457,                0.66746,                 1.0142,                0.52899,                 1.1327,             0.00022906,             0.00022906,             0.00022906
                    101,                 1.0026,                0.65221,                 1.1777,                0.92042,                0.90695,                0.93981,                0.66433,                 1.0127,                0.51954,                 1.1333,             0.00021875,             0.00021875,             0.00021875
                    102,                0.99779,                0.64741,                 1.1718,                0.94415,                0.90105,                0.95352,                0.66458,                 1.0133,                0.51784,                 1.1351,             0.00020844,             0.00020844,             0.00020844
                    103,                0.99151,                0.65419,                 1.1774,                0.94332,                0.89794,                0.94851,                 0.6717,                 1.0089,                0.52038,                 1.1341,             0.00019813,             0.00019813,             0.00019813
                    104,                0.99362,                0.64771,                 1.1752,                0.95071,                0.89883,                0.94339,                0.66964,                 1.0103,                0.51891,                 1.1312,             0.00018781,             0.00018781,             0.00018781
                    105,                0.98063,                0.64098,                  1.163,                0.94347,                0.91124,                0.95048,                0.67103,                 1.0081,                0.51606,                 1.1313,              0.0001775,              0.0001775,              0.0001775
                    106,                 0.9776,                0.64354,                 1.1682,                0.93646,                0.91131,                0.94805,                0.67623,                0.99583,                0.52046,                 1.1207,             0.00016719,             0.00016719,             0.00016719
                    107,                0.98584,                0.64805,                 1.1685,                0.94522,                0.89821,                0.94448,                0.67571,                0.98994,                0.52074,                 1.1206,             0.00015688,             0.00015688,             0.00015688
                    108,                0.96821,                0.63718,                  1.155,                0.94276,                0.90547,                 0.9485,                0.67583,                  1.005,                0.52102,                 1.1257,             0.00014656,             0.00014656,             0.00014656
                    109,                0.97586,                 0.6398,                 1.1644,                0.94497,                0.91377,                0.94401,                0.67133,                0.99961,                0.52375,                 1.1231,             0.00013625,             0.00013625,             0.00013625
                    110,                0.96649,                0.62889,                 1.1571,                0.93474,                0.91737,                0.94592,                0.67414,                0.99544,                0.51654,                 1.1187,             0.00012594,             0.00012594,             0.00012594
                    111,                0.91774,                0.51995,                 1.1077,                0.93011,                0.90539,                0.94519,                0.66976,                      1,                0.51696,                 1.1182,             0.00011563,             0.00011563,             0.00011563
                    112,                0.90269,                0.50249,                 1.1017,                0.94038,                0.90647,                0.94898,                0.67461,                0.99227,                0.51358,                 1.1104,             0.00010531,             0.00010531,             0.00010531
                    113,                0.90006,                0.50064,                 1.0915,                0.94613,                0.91103,                0.94901,                0.68012,                0.97248,                0.51204,                 1.1037,                9.5e-05,                9.5e-05,                9.5e-05
                    114,                0.89399,                0.49606,                  1.091,                0.94713,                0.91586,                0.95158,                0.68271,                 0.9708,                0.51105,                 1.1017,             8.4688e-05,             8.4688e-05,             8.4688e-05
                    115,                0.88112,                0.49238,                 1.0867,                0.94519,                0.91333,                0.95535,                0.67815,                0.96902,                0.50914,                 1.1001,             7.4375e-05,             7.4375e-05,             7.4375e-05
                    116,                0.88051,                0.49115,                 1.0887,                0.94948,                0.91611,                0.95172,                0.68282,                0.97112,                0.51005,                 1.0992,             6.4062e-05,             6.4062e-05,             6.4062e-05
                    117,                0.87105,                0.48771,                 1.0827,                0.96032,                0.90264,                0.95616,                0.68439,                0.96444,                0.50135,                 1.0964,              5.375e-05,              5.375e-05,              5.375e-05
                    118,                 0.8767,                0.48471,                 1.0822,                 0.9464,                0.90829,                0.95174,                0.68817,                 0.9628,                0.50229,                 1.0932,             4.3438e-05,             4.3438e-05,             4.3438e-05
                    119,                0.86643,                0.48203,                 1.0794,                0.96062,                0.90929,                0.95073,                0.68624,                0.95918,                0.49951,                 1.0911,             3.3125e-05,             3.3125e-05,             3.3125e-05
                    120,                  0.861,                0.48163,                 1.0777,                0.95864,                0.91013,                0.95168,                 0.6863,                0.95329,                0.49565,                 1.0899,             2.2812e-05,             2.2812e-05,             2.2812e-05
