                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     51,                 1.1432,                0.78901,                 1.3321,                0.91693,                0.89112,                0.94123,                0.59702,                 1.1896,                 0.6439,                 1.3075,             0.00073437,             0.00073437,             0.00073437
                     52,                 1.1398,                0.77563,                 1.3294,                 0.9141,                0.91965,                0.94547,                0.60441,                 1.1943,                0.64319,                 1.3081,             0.00072406,             0.00072406,             0.00072406
                     53,                 1.1277,                0.76382,                 1.3181,                 0.9338,                0.90934,                 0.9534,                0.60384,                 1.1558,                0.63051,                 1.2745,             0.00071375,             0.00071375,             0.00071375
                     54,                 1.1308,                0.75657,                  1.313,                0.92109,                0.90052,                0.94141,                0.59649,                 1.1687,                0.66032,                 1.2817,             0.00070344,             0.00070344,             0.00070344
                     55,                 1.1194,                0.76026,                    1.3,                0.91838,                0.89766,                  0.945,                0.60715,                 1.1722,                   0.61,                 1.2843,             0.00069313,             0.00069313,             0.00069313
                     56,                 1.1156,                0.75268,                 1.3079,                 0.9461,                0.92412,                0.96212,                0.61342,                 1.1623,                0.59524,                 1.2873,             0.00068281,             0.00068281,             0.00068281
                     57,                 1.1083,                0.74527,                 1.2958,                0.94582,                0.89983,                0.94617,                0.61133,                 1.1364,                0.59834,                 1.2695,              0.0006725,              0.0006725,              0.0006725
                     58,                 1.1177,                0.74687,                 1.2976,                0.92809,                0.92202,                0.95036,                0.61691,                 1.1563,                0.60687,                 1.2809,             0.00066219,             0.00066219,             0.00066219
                     59,                 1.0958,                0.74031,                 1.2953,                 0.9135,                0.91389,                0.94824,                0.61494,                 1.1426,                0.59016,                 1.2819,             0.00065188,             0.00065188,             0.00065188
                     60,                 1.0893,                0.73063,                 1.2983,                0.94386,                0.91177,                0.95703,                0.62511,                 1.1392,                0.58377,                 1.2629,             0.00064156,             0.00064156,             0.00064156
                     61,                 1.0754,                0.71973,                 1.2817,                0.94277,                0.91597,                0.95752,                0.62386,                 1.1221,                0.58643,                 1.2522,             0.00063125,             0.00063125,             0.00063125
                     62,                 1.0713,                0.71421,                 1.2752,                0.93271,                0.93251,                0.96638,                0.62467,                 1.1303,                0.57944,                 1.2616,             0.00062094,             0.00062094,             0.00062094
                     63,                 1.0632,                0.70555,                 1.2655,                0.95257,                0.93597,                0.96488,                0.62884,                  1.117,                0.56961,                 1.2552,             0.00061062,             0.00061062,             0.00061062
                     64,                 1.0624,                0.70586,                 1.2685,                0.94016,                0.92206,                0.96206,                0.63303,                 1.0968,                0.57765,                 1.2412,             0.00060031,             0.00060031,             0.00060031
                     65,                 1.0375,                0.68588,                 1.2521,                0.94156,                0.91783,                0.95916,                 0.6473,                 1.0889,                0.56169,                 1.2285,                0.00059,                0.00059,                0.00059
                     66,                  1.048,                0.70025,                 1.2613,                 0.9621,                0.92462,                0.96476,                0.64095,                 1.1085,                0.56608,                 1.2381,             0.00057969,             0.00057969,             0.00057969
                     67,                 1.0326,                0.68246,                 1.2385,                0.91572,                0.94842,                0.96567,                0.64868,                 1.0648,                 0.5627,                   1.21,             0.00056938,             0.00056938,             0.00056938
                     68,                 1.0164,                0.67015,                   1.24,                0.92357,                0.94508,                0.96499,                0.64604,                 1.0761,                0.56033,                 1.2164,             0.00055906,             0.00055906,             0.00055906
                     69,                 1.0339,                0.67302,                 1.2458,                0.96186,                0.92246,                0.96135,                0.64122,                 1.0769,                0.55894,                  1.218,             0.00054875,             0.00054875,             0.00054875
                     70,                 1.0242,                0.66782,                 1.2407,                0.94479,                0.93184,                0.96645,                0.66184,                 1.0398,                0.53146,                 1.1952,             0.00053844,             0.00053844,             0.00053844
                     71,                 1.0054,                0.65926,                 1.2325,                0.94473,                0.93025,                0.96552,                0.65756,                 1.0436,                0.53501,                 1.2036,             0.00052812,             0.00052812,             0.00052812
                     72,                 1.0148,                0.66408,                 1.2335,                0.95226,                0.93827,                0.96932,                 0.6616,                 1.0284,                0.52425,                 1.1773,             0.00051781,             0.00051781,             0.00051781
                     73,                 1.0012,                0.66332,                 1.2315,                0.94296,                0.93119,                0.96584,                0.66297,                 1.0402,                 0.5278,                 1.1912,              0.0005075,              0.0005075,              0.0005075
                     74,                0.98827,                0.66293,                 1.2219,                0.94316,                0.93784,                0.96606,                0.66377,                 1.0355,                0.51994,                 1.1888,             0.00049719,             0.00049719,             0.00049719
                     75,                0.98927,                0.65133,                 1.2178,                0.94326,                0.94031,                0.95743,                0.66796,                 1.0128,                0.52036,                  1.164,             0.00048687,             0.00048687,             0.00048687
                     76,                0.98513,                0.65739,                 1.2122,                0.93821,                0.94585,                0.96858,                0.67613,                0.99126,                0.51267,                 1.1556,             0.00047656,             0.00047656,             0.00047656
                     77,                0.96615,                0.63478,                 1.2067,                0.94554,                0.94911,                0.96366,                0.67043,                0.99654,                0.51931,                 1.1636,             0.00046625,             0.00046625,             0.00046625
                     78,                0.96095,                0.62862,                 1.2074,                0.96508,                0.92082,                0.96535,                0.66916,                 0.9962,                0.51409,                 1.1603,             0.00045594,             0.00045594,             0.00045594
                     79,                0.96105,                0.63444,                  1.198,                0.95981,                0.93987,                0.96823,                0.68099,                0.96651,                0.50044,                 1.1579,             0.00044563,             0.00044563,             0.00044563
                     80,                 0.9528,                0.62544,                 1.1938,                0.95234,                 0.9449,                0.97197,                0.68306,                0.98213,                 0.4991,                 1.1477,             0.00043531,             0.00043531,             0.00043531
                     81,                0.92862,                0.61735,                  1.183,                0.95189,                0.94914,                0.96964,                0.68215,                0.96545,                0.49385,                 1.1496,               0.000425,               0.000425,               0.000425
                     82,                0.94575,                0.61622,                 1.1864,                0.95438,                0.94332,                0.97129,                0.68582,                 0.9711,                0.49125,                 1.1532,             0.00041469,             0.00041469,             0.00041469
                     83,                0.93074,                0.60968,                 1.1725,                0.94388,                0.94821,                 0.9706,                0.69144,                 0.9582,                0.48873,                 1.1402,             0.00040438,             0.00040438,             0.00040438
                     84,                0.91525,                0.59563,                 1.1729,                0.96206,                0.95688,                 0.9773,                0.69189,                0.95792,                0.48696,                 1.1423,             0.00039406,             0.00039406,             0.00039406
                     85,                0.91175,                0.59594,                 1.1712,                0.94326,                0.95599,                0.97276,                0.69459,                0.94032,                0.47722,                 1.1338,             0.00038375,             0.00038375,             0.00038375
                     86,                0.91463,                0.58864,                 1.1672,                0.94616,                0.95787,                0.97338,                0.69094,                 0.9474,                0.47308,                 1.1325,             0.00037344,             0.00037344,             0.00037344
                     87,                0.91541,                0.60003,                 1.1721,                0.96129,                0.94966,                0.96697,                 0.7009,                 0.9258,                0.46854,                 1.1238,             0.00036313,             0.00036313,             0.00036313
                     88,                0.90973,                0.59974,                 1.1612,                0.94629,                 0.9583,                0.97305,                0.69847,                0.94055,                0.46342,                 1.1295,             0.00035281,             0.00035281,             0.00035281
                     89,                 0.9022,                 0.5955,                 1.1576,                0.95993,                0.95752,                0.97533,                0.69914,                0.94419,                0.47017,                 1.1297,              0.0003425,              0.0003425,              0.0003425
                     90,                0.89329,                 0.5807,                 1.1508,                0.96261,                0.95047,                0.97489,                0.69461,                0.93651,                 0.4753,                 1.1292,             0.00033219,             0.00033219,             0.00033219
                     91,                 0.9027,                0.58473,                 1.1601,                 0.9449,                0.96021,                0.97741,                0.70911,                0.91856,                0.47397,                 1.1079,             0.00032188,             0.00032188,             0.00032188
                     92,                0.88648,                0.57695,                 1.1479,                0.95463,                0.95814,                0.97796,                0.71087,                0.91827,                0.46017,                 1.1003,             0.00031156,             0.00031156,             0.00031156
                     93,                0.88136,                0.57543,                  1.148,                0.95694,                0.96015,                0.97549,                0.70851,                0.91285,                0.44949,                  1.102,             0.00030125,             0.00030125,             0.00030125
                     94,                0.87177,                0.56694,                 1.1449,                0.94447,                0.96409,                0.97741,                0.71253,                0.90936,                0.45862,                 1.1062,             0.00029094,             0.00029094,             0.00029094
                     95,                0.86901,                0.56593,                 1.1355,                0.95914,                0.95921,                0.97876,                0.71089,                0.90812,                0.45964,                 1.0995,             0.00028063,             0.00028063,             0.00028063
                     96,                0.86535,                0.56313,                 1.1324,                0.96271,                0.96398,                0.97754,                 0.7136,                0.89357,                0.44113,                 1.0894,             0.00027031,             0.00027031,             0.00027031
                     97,                0.86006,                0.55813,                 1.1356,                0.96593,                0.96184,                0.97684,                0.71931,                0.89621,                 0.4475,                 1.0941,                0.00026,                0.00026,                0.00026
                     98,                0.85078,                0.55426,                 1.1259,                0.95584,                0.96353,                0.97727,                0.71587,                0.89073,                0.44747,                 1.0903,             0.00024969,             0.00024969,             0.00024969
                     99,                0.84442,                0.54817,                 1.1256,                0.96234,                0.97005,                0.98251,                0.72213,                 0.8895,                0.44288,                 1.0864,             0.00023938,             0.00023938,             0.00023938
                    100,                0.85127,                0.56333,                 1.1267,                0.95295,                0.95938,                0.97883,                0.72416,                0.87493,                0.44701,                 1.0799,             0.00022906,             0.00022906,             0.00022906
                    101,                0.83607,                0.54607,                 1.1159,                0.96219,                0.95001,                0.97759,                0.72552,                0.87016,                0.43579,                 1.0771,             0.00021875,             0.00021875,             0.00021875
                    102,                0.83937,                0.54061,                 1.1167,                0.95118,                0.96873,                0.98093,                0.72735,                0.86055,                0.43731,                 1.0707,             0.00020844,             0.00020844,             0.00020844
                    103,                0.82731,                0.54774,                 1.1193,                0.97227,                0.96316,                0.97943,                0.72188,                 0.8581,                0.42996,                  1.072,             0.00019813,             0.00019813,             0.00019813
                    104,                0.82705,                0.53997,                 1.1163,                0.97635,                0.95657,                0.97901,                0.72872,                0.85338,                0.42959,                 1.0665,             0.00018781,             0.00018781,             0.00018781
                    105,                0.81249,                0.53336,                 1.1034,                0.96964,                0.95236,                0.97703,                0.73563,                0.84622,                0.42716,                 1.0645,              0.0001775,              0.0001775,              0.0001775
                    106,                0.81316,                0.53349,                 1.1073,                0.96571,                0.96558,                0.98264,                0.73661,                0.84227,                0.42581,                 1.0574,             0.00016719,             0.00016719,             0.00016719
                    107,                0.81451,                0.53522,                 1.1101,                0.96563,                0.96012,                0.98199,                0.73727,                0.84205,                0.42686,                 1.0583,             0.00015688,             0.00015688,             0.00015688
                    108,                0.80846,                0.53105,                 1.1024,                0.96989,                0.96512,                0.98291,                0.73765,                0.83292,                0.42438,                 1.0543,             0.00014656,             0.00014656,             0.00014656
                    109,                0.80476,                0.52879,                 1.1063,                0.96164,                0.96404,                0.97893,                0.73659,                0.82807,                0.42385,                 1.0506,             0.00013625,             0.00013625,             0.00013625
                    110,                0.79962,                0.51866,                 1.0993,                0.95227,                0.96904,                 0.9822,                 0.7377,                0.82423,                 0.4227,                 1.0443,             0.00012594,             0.00012594,             0.00012594
                    111,                0.74714,                0.42581,                 1.0359,                0.95638,                0.96619,                0.97969,                0.73839,                0.82987,                0.42008,                 1.0487,             0.00011563,             0.00011563,             0.00011563
                    112,                0.73042,                 0.4088,                 1.0318,                0.96112,                0.96054,                0.98113,                0.74108,                0.83147,                0.42313,                  1.044,             0.00010531,             0.00010531,             0.00010531
                    113,                0.72724,                0.40888,                 1.0226,                0.96342,                0.96396,                 0.9808,                0.74605,                 0.8236,                0.41721,                 1.0411,                9.5e-05,                9.5e-05,                9.5e-05
                    114,                0.72101,                0.40914,                 1.0235,                0.96521,                0.96389,                 0.9823,                 0.7464,                0.82158,                0.41831,                 1.0408,             8.4688e-05,             8.4688e-05,             8.4688e-05
                    115,                0.71222,                0.40177,                 1.0162,                0.95833,                0.96767,                0.98235,                0.74785,                0.81223,                 0.4166,                  1.034,             7.4375e-05,             7.4375e-05,             7.4375e-05
                    116,                0.71123,                0.40146,                 1.0158,                 0.9649,                0.96293,                0.98166,                0.75078,                 0.8062,                0.41188,                  1.034,             6.4062e-05,             6.4062e-05,             6.4062e-05
                    117,                 0.7056,                0.40248,                 1.0136,                0.95899,                0.96096,                0.97863,                0.74896,                0.79529,                0.41904,                 1.0276,              5.375e-05,              5.375e-05,              5.375e-05
                    118,                0.70136,                0.39653,                 1.0109,                 0.9647,                0.96426,                 0.9789,                0.75492,                0.79141,                0.41277,                  1.026,             4.3438e-05,             4.3438e-05,             4.3438e-05
                    119,                  0.693,                0.39418,                 1.0107,                0.97112,                0.96421,                0.98181,                0.75234,                0.79333,                0.40908,                 1.0232,             3.3125e-05,             3.3125e-05,             3.3125e-05
                    120,                0.68631,                0.39436,                 1.0047,                0.95974,                0.96663,                0.97996,                 0.7524,                0.79592,                0.40649,                  1.026,             2.2812e-05,             2.2812e-05,             2.2812e-05
