                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     89,                 1.3056,                0.88119,                 1.1844,                 0.8088,                0.63604,                0.69995,                0.38181,                 1.4917,                0.91221,                 1.3435,              0.0001431,              0.0001431,              0.0001431
                     90,                 1.3214,                0.90186,                 1.1892,                0.80096,                 0.6406,                0.69465,                0.38016,                 1.4873,                0.90525,                 1.3367,              0.0001321,              0.0001321,              0.0001321
                     91,                 1.2857,                0.77098,                 1.1755,                0.80109,                 0.6375,                0.69086,                0.37981,                 1.4796,                0.91022,                  1.329,              0.0001211,              0.0001211,              0.0001211
                     92,                 1.2622,                0.76255,                 1.1683,                0.79658,                0.62249,                 0.6926,                0.38167,                 1.4818,                0.90773,                 1.3341,              0.0001101,              0.0001101,              0.0001101
                     93,                 1.2541,                0.75109,                 1.1588,                0.80155,                0.62677,                0.69167,                0.38248,                 1.4801,                0.90977,                 1.3314,             9.9101e-05,             9.9101e-05,             9.9101e-05
                     94,                 1.2394,                0.74086,                 1.1525,                0.81337,                0.63433,                 0.6969,                0.38521,                 1.4762,                0.90064,                  1.329,             8.8102e-05,             8.8102e-05,             8.8102e-05
                     95,                 1.2432,                0.73272,                 1.1599,                0.80338,                0.64307,                0.70079,                0.38789,                 1.4754,                0.90272,                 1.3285,             7.7103e-05,             7.7103e-05,             7.7103e-05
                     96,                 1.2367,                0.73108,                 1.1561,                0.80471,                0.63449,                0.69948,                0.38631,                 1.4714,                0.90357,                 1.3275,             6.6105e-05,             6.6105e-05,             6.6105e-05
                     97,                 1.2268,                0.72799,                 1.1471,                0.80441,                0.63959,                0.70043,                0.38717,                 1.4748,                0.90644,                 1.3304,             5.5106e-05,             5.5106e-05,             5.5106e-05
                     98,                 1.2235,                0.72659,                 1.1476,                 0.8055,                 0.6424,                0.70218,                 0.3884,                 1.4739,                0.89968,                 1.3305,             4.4107e-05,             4.4107e-05,             4.4107e-05
                     99,                 1.2198,                0.71798,                 1.1458,                0.80444,                0.64016,                0.69964,                 0.3879,                 1.4726,                0.89695,                 1.3285,             3.3108e-05,             3.3108e-05,             3.3108e-05
                    100,                 1.2189,                0.71607,                 1.1483,                0.80675,                0.63607,                0.70108,                 0.3877,                 1.4736,                 0.8981,                 1.3295,             2.2109e-05,             2.2109e-05,             2.2109e-05
